Source,Target,weight
1120,707,0.129
66,2198,0.012
168,2198,0.026000000000000002
1234,2198,0.161
712,710,0.816
712,712,0.33299999999999996
712,713,0.314
712,714,0.29
712,715,0.23600000000000002
712,716,0.226
712,717,0.22399999999999998
712,718,0.209
2002,720,0.228
2002,1142,0.22699999999999998
104,1142,0.055
2002,721,0.193
2002,723,0.16399999999999998
2002,1653,0.159
2045,1653,0.069
143,1653,0.08199999999999999
2148,2141,0.478
169,2141,0.321
2148,2143,0.4
169,2143,0.268
2148,724,0.365
2148,725,0.365
2148,726,0.316
875,1892,0.265
1894,1892,0.115
875,1489,0.25
1522,1489,0.192
771,1489,0.375
875,729,0.204
875,1650,0.18899999999999997
143,1650,0.16899999999999998
875,1522,0.16
103,1522,0.09699999999999999
1660,1522,0.113
139,1522,0.111
451,734,0.22699999999999998
451,1578,0.192
730,1578,0.20199999999999999
451,736,0.16699999999999998
451,739,0.111
2027,2028,0.4
866,2028,0.316
862,2028,0.166
741,2028,0.149
2027,866,0.316
862,866,0.131
2027,740,0.28300000000000003
866,740,0.22399999999999998
2027,1474,0.175
866,1474,0.139
136,1474,0.29600000000000004
2027,862,0.166
866,862,0.131
862,862,0.207
866,2027,0.316
862,2027,0.166
741,2027,0.149
1069,1069,1.0
742,1069,0.5770000000000001
1069,742,0.5770000000000001
1069,1667,0.452
742,1667,0.174
1663,1667,0.16
1569,1667,0.114
747,1050,0.107
1638,1050,0.25
847,1739,0.278
148,1739,0.045
847,1371,0.239
1332,1371,0.132
127,1371,0.057999999999999996
847,749,0.19
847,750,0.183
847,1085,0.16399999999999998
1501,1085,0.247
847,1533,0.16399999999999998
1501,1533,0.22
929,1533,0.134
847,751,0.155
847,1380,0.153
1847,1380,0.059000000000000004
122,1380,0.063
129,1380,0.05
847,752,0.126
67,753,0.37799999999999995
67,2013,0.28600000000000003
613,2013,0.655
67,755,0.165
67,1020,0.11699999999999999
92,1020,0.057999999999999996
67,1598,0.115
1593,1598,0.32299999999999995
1543,1598,0.11800000000000001
68,759,0.379
68,760,0.33299999999999996
68,761,0.154
68,762,0.109
68,1441,0.10099999999999999
1786,1441,0.331
1815,1441,0.163
68,829,0.053
826,829,0.067
68,1294,0.045
108,1294,0.049
1405,1294,0.142
68,869,0.022000000000000002
1053,869,0.066
81,869,0.015
1976,763,0.239
1976,764,0.192
1976,765,0.175
1976,1201,0.16899999999999998
1690,1201,0.152
1976,855,0.158
792,855,0.264
450,855,0.20199999999999999
1976,1753,0.147
149,1753,0.062
1976,1472,0.14300000000000002
136,1472,0.322
1976,1804,0.12
800,1804,0.47700000000000004
1976,766,0.11900000000000001
1818,767,0.316
1818,1936,0.28
1937,1936,0.413
1821,1936,0.161
1818,768,0.25
1818,1937,0.205
1821,1937,0.155
1818,1818,0.2
1937,1818,0.205
1818,1935,0.168
1937,1935,0.183
1821,1935,0.507
1818,769,0.124
69,770,0.37799999999999995
69,772,0.055
803,773,0.516
803,774,0.447
803,775,0.298
803,776,0.298
803,1429,0.248
1221,1429,0.21
2030,1429,0.196
803,777,0.2
803,1511,0.172
686,1511,0.136
70,778,0.267
70,779,0.18899999999999997
70,780,0.171
70,781,0.131
70,1502,0.11
879,1502,0.156
70,782,0.091
70,783,0.075
70,2159,0.054000000000000006
2151,2159,0.038
70,1416,0.051
1847,1416,0.071
1417,1416,0.6
1051,1051,0.8
1638,1051,0.226
1051,784,0.145
1051,2169,0.13
151,2169,0.08900000000000001
1398,2169,0.105
1051,785,0.105
1051,786,0.099
577,789,0.21100000000000002
1776,1523,0.386
792,1523,0.24100000000000002
139,1523,0.078
1776,792,0.19
1776,794,0.17300000000000001
1776,795,0.15
1776,796,0.15
2109,797,0.5770000000000001
2109,1982,0.044000000000000004
101,1982,0.062
126,1982,0.047
156,1982,0.044000000000000004
764,1982,0.055
2109,1235,0.035
1235,1235,0.6409999999999999
1657,1235,0.019
71,1827,0.213
155,1827,0.171
71,798,0.149
1803,1808,0.516
800,1808,0.24600000000000002
1803,1809,0.516
800,1809,0.24600000000000002
1803,801,0.105
1803,802,0.09300000000000001
1803,1075,0.071
98,1075,0.127
1803,1843,0.054000000000000006
99,1843,0.023
1450,1843,0.071
1221,2029,0.309
804,2029,0.24600000000000002
741,2029,0.136
1221,804,0.228
1221,806,0.20199999999999999
1221,1225,0.17800000000000002
1130,1225,0.344
1221,807,0.16899999999999998
1221,1229,0.14300000000000002
1130,1229,0.276
72,808,0.249
72,809,0.203
72,2154,0.153
2151,2154,0.057
72,810,0.132
72,812,0.092
72,813,0.086
72,814,0.084
72,1895,0.073
1894,1895,0.09
74,2032,0.344
1423,2032,0.294
74,817,0.265
74,1423,0.135
2038,1423,0.196
2037,1423,0.196
2030,1423,0.34700000000000003
74,818,0.115
74,1034,0.08199999999999999
1159,1034,0.204
1007,1034,0.456
1984,1034,0.27699999999999997
819,819,0.667
819,820,0.156
819,821,0.08
77,1222,0.313
804,1222,0.191
77,824,0.256
77,825,0.256
826,826,0.16699999999999998
826,827,0.136
826,1468,0.096
135,1468,0.057
826,828,0.069
826,830,0.064
826,832,0.047
2135,835,0.29100000000000004
2135,836,0.258
2135,1548,0.25
829,1548,0.41600000000000004
78,838,0.051
792,840,0.478
792,841,0.373
792,842,0.28300000000000003
792,1989,0.195
1036,1989,0.078
620,1252,0.23199999999999998
2008,1252,0.23199999999999998
620,845,0.158
620,848,0.096
620,1690,0.085
1053,1690,0.098
1011,1690,0.069
1053,2081,0.132
2082,2081,0.29600000000000004
1581,2081,0.5670000000000001
1053,1751,0.047
180,1751,0.087
80,851,1.0
450,852,0.41600000000000004
450,853,0.24
450,854,0.222
450,857,0.18600000000000003
450,1560,0.18600000000000003
140,1560,0.245
450,859,0.132
450,1852,0.129
119,1852,0.248
1115,1852,0.11599999999999999
862,860,0.249
862,861,0.249
862,863,0.18600000000000003
862,865,0.152
81,867,0.218
81,1833,0.031
1159,1833,0.153
156,1833,0.076
81,868,0.028999999999999998
81,1008,0.027999999999999997
1007,1008,0.055999999999999994
1276,870,0.239
1276,932,0.22399999999999998
88,932,0.816
1276,873,0.183
1276,1395,0.175
1436,1395,0.152
571,1395,0.16
1276,874,0.168
1892,2007,0.129
1258,2007,0.111
1892,920,0.12
1786,920,0.175
1892,1894,0.115
1891,1894,0.182
1894,1894,0.105
1892,878,0.062
1499,983,0.5720000000000001
1784,983,0.34299999999999997
1499,984,0.531
1784,984,0.278
1499,987,0.312
1784,987,0.16399999999999998
1499,879,0.258
1499,1495,0.258
879,1495,1.0
1499,1496,0.258
879,1496,1.0
1499,1536,0.21100000000000002
1784,1536,0.166
1541,1536,0.272
1499,1497,0.21100000000000002
879,1497,0.816
1499,880,0.21100000000000002
83,881,1.5
83,882,1.5
83,1729,0.474
147,1729,0.183
83,2079,0.21899999999999997
503,2079,0.248
613,2079,0.179
166,2079,0.11900000000000001
83,1410,0.079
1405,1410,0.107
1293,1410,0.099
1159,1161,0.653
1833,1161,0.136
1314,1161,0.184
1159,883,0.429
1159,1314,0.207
1314,1314,0.13699999999999998
118,1314,0.051
1332,884,0.198
1332,1640,0.13699999999999998
1639,1640,0.129
1627,1640,0.171
1636,1640,0.138
1332,885,0.12300000000000001
1389,887,0.21
1389,888,0.193
1389,889,0.18600000000000003
1389,890,0.17600000000000002
1389,891,0.152
1389,892,0.13699999999999998
1389,893,0.133
1691,1692,0.645
894,1692,0.491
1691,894,0.5529999999999999
1691,1696,0.402
894,1696,0.191
1691,2096,0.302
894,2096,0.22899999999999998
167,2096,0.177
1691,1697,0.174
894,1697,0.132
1691,1518,0.133
1026,1518,0.142
1691,895,0.1
84,897,0.257
84,898,0.121
84,899,0.096
84,902,0.075
84,903,0.051
185,905,0.21600000000000003
514,911,0.48200000000000004
514,914,0.302
514,1596,0.256
1984,1596,0.48
1543,1596,0.165
2184,1408,0.16899999999999998
1786,1408,0.165
1409,1408,0.239
1293,1408,0.505
2184,916,0.166
1639,1055,0.191
1638,1055,0.18600000000000003
1639,1283,0.12300000000000001
464,1283,0.133
1639,1669,0.10099999999999999
1663,1669,0.079
1569,1669,0.085
1639,1057,0.1
1638,1057,0.177
1786,1747,0.267
180,1747,0.264
1786,919,0.182
1786,2083,0.17600000000000002
180,2083,0.154
1581,2083,0.364
1786,1438,0.172
120,1438,0.071
1815,1438,0.225
1786,921,0.16399999999999998
87,922,0.187
87,923,0.14
87,924,0.135
1678,926,0.281
1678,927,0.266
1678,928,0.24100000000000002
1678,1531,0.192
114,1531,0.084
929,1531,0.184
88,931,0.816
88,1364,0.316
1106,1364,0.341
1660,1364,0.129
125,1364,0.122
88,1492,0.272
1501,1492,0.254
1829,1492,0.335
771,1492,0.354
88,933,0.24100000000000002
88,1237,0.122
1660,1237,0.075
89,1263,0.248
1262,1263,0.21
90,1807,0.263
800,1807,0.28600000000000003
90,936,0.226
90,1819,0.226
1937,1819,0.187
90,938,0.196
90,939,0.196
90,1473,0.196
136,1473,0.302
90,940,0.175
90,941,0.163
946,942,0.22899999999999998
946,943,0.187
946,944,0.172
946,945,0.162
946,2072,0.11
109,2072,0.053
142,2072,0.038
165,2072,0.053
946,946,0.105
946,947,0.10400000000000001
946,949,0.066
1524,951,0.247
1524,952,0.207
1524,953,0.18899999999999997
1524,954,0.182
1524,955,0.165
1524,1029,0.16399999999999998
1833,1029,0.10099999999999999
1524,1299,0.135
114,1299,0.138
91,1813,0.21
154,1813,0.084
1625,956,0.299
1625,1877,0.254
446,1877,0.187
1627,1877,0.21600000000000003
503,1877,0.122
1625,1005,0.153
405,1005,0.366
1625,959,0.142
1851,962,0.18
1851,1115,0.125
1847,1115,0.187
1851,1378,0.109
129,1378,0.138
1851,963,0.10800000000000001
1851,965,0.07
1851,1403,0.065
292,1403,0.14300000000000002
1591,967,0.364
1591,968,0.364
1591,969,0.243
1591,970,0.243
1591,972,0.243
1591,973,0.243
1591,974,0.21
445,1457,0.47100000000000003
446,1457,0.136
445,976,0.316
445,1394,0.20600000000000002
571,1394,0.168
445,981,0.11
445,982,0.105
1784,1499,0.332
879,1499,0.258
1784,985,0.166
1784,986,0.166
1784,1452,0.166
1835,1452,0.163
1784,989,0.135
990,1954,0.485
1971,1954,0.239
990,2190,0.41200000000000003
95,2190,0.071
1262,2190,0.046
2193,2190,0.17
990,991,0.248
993,992,0.35
993,993,0.19
993,1968,0.16699999999999998
162,1968,0.083
993,994,0.16399999999999998
993,995,0.154
993,1102,0.142
102,1102,0.11199999999999999
993,996,0.134
993,1090,0.12300000000000001
1091,1090,0.094
993,997,0.10300000000000001
1604,998,0.209
1604,1676,0.17600000000000002
145,1676,0.047
1604,1278,0.147
113,1278,0.204
1604,1000,0.147
1604,1001,0.12
1604,1002,0.12
1604,1003,0.12
1604,1604,0.11599999999999999
1601,1604,0.085
405,1454,0.215
446,1454,0.456
405,1006,0.196
405,2086,0.185
1581,2086,0.196
405,2062,0.18100000000000002
164,2062,0.162
1007,1007,2.0
1007,1203,0.046
1690,1203,0.142
1684,1009,0.46299999999999997
1684,1010,0.37799999999999995
1684,1011,0.309
1684,1683,0.14800000000000002
1011,1683,0.32
1684,1685,0.099
1011,1685,0.214
92,1014,0.312
92,1015,0.282
92,1016,0.17800000000000002
92,1017,0.126
92,1570,0.10099999999999999
1663,1570,0.134
92,1019,0.08900000000000001
92,1659,0.057
1655,1659,0.27
1564,1659,0.147
1833,1159,0.153
1314,1159,0.207
1833,1957,0.13
103,1957,0.096
139,1957,0.073
160,1957,0.24100000000000002
1833,1719,0.09300000000000001
1913,1719,0.272
1833,1031,0.09300000000000001
93,1032,0.28600000000000003
93,1033,0.28
93,1738,0.091
2051,1738,0.149
1984,1036,0.24
1984,1037,0.214
1984,1038,0.214
1984,1983,0.214
1036,1983,0.894
1984,1595,0.19
1543,1595,0.27399999999999997
1984,1040,0.152
95,1041,0.32
95,1731,0.21100000000000002
147,1731,0.149
95,1042,0.201
95,1044,0.139
95,1045,0.111
95,2172,0.077
772,2172,0.20800000000000002
96,1047,0.154
1638,1639,0.373
1636,1639,0.146
1638,1665,0.237
1663,1665,0.158
1569,1665,0.16899999999999998
1638,1053,0.204
1638,1054,0.187
397,1058,0.843
397,1063,0.222
97,1067,1.0
97,1068,0.096
742,1070,0.258
742,1264,0.204
1262,1264,0.18899999999999997
98,1131,0.66
103,1131,0.141
98,2107,0.223
1866,2107,0.152
98,1076,0.106
98,1963,0.08800000000000001
160,1963,0.09
98,1078,0.085
99,1079,0.048
99,1901,0.036000000000000004
1898,1901,0.12
99,1081,0.032
99,1082,0.03
1501,1487,0.306
1829,1487,0.293
771,1487,0.5670000000000001
1501,1086,0.23399999999999999
1091,1087,0.125
1091,1088,0.11800000000000001
1091,1089,0.107
1091,1091,0.055999999999999994
1091,1430,0.053
131,1430,0.131
1091,1092,0.053
1091,1094,0.047
1436,1095,0.157
1436,1097,0.14
102,1100,0.139
102,1104,0.027999999999999997
1106,1105,0.612
1106,1106,0.48200000000000004
1106,1107,0.466
1106,1108,0.397
1106,1109,0.312
1106,1110,0.29100000000000004
1106,1111,0.29
1106,1112,0.271
1847,1114,0.20800000000000002
1847,1116,0.177
1847,1117,0.128
1847,1118,0.127
1847,1119,0.096
1622,1798,0.33299999999999996
1619,1798,0.643
1623,1798,0.282
582,1121,0.28300000000000003
582,1123,0.2
582,1125,0.16899999999999998
582,1126,0.154
103,1231,0.436
1130,1231,0.24100000000000002
103,1128,0.33799999999999997
103,1130,0.158
1522,1135,0.187
1522,1136,0.18100000000000002
1522,1137,0.18100000000000002
1522,1138,0.17600000000000002
1522,1139,0.165
104,1177,0.332
1680,1177,0.21100000000000002
105,1144,0.254
105,1145,0.254
105,1146,0.147
105,1147,0.124
105,1148,0.12
105,1149,0.10400000000000001
105,1439,0.066
2030,1439,0.19399999999999998
1815,1439,0.198
105,1357,0.059000000000000004
124,1357,0.184
428,1152,0.507
1314,1162,0.182
1314,1164,0.145
1314,1166,0.13699999999999998
107,1167,0.231
107,1168,0.147
107,1173,0.115
107,1175,0.107
1680,2091,0.424
1178,2091,0.46299999999999997
167,2091,0.33399999999999996
1680,2094,0.304
1178,2094,0.516
167,2094,0.22399999999999998
1680,1176,0.222
1680,2097,0.215
1178,2097,0.183
1623,2097,0.135
167,2097,0.158
1680,2098,0.215
1178,2098,0.183
167,2098,0.158
1680,1180,0.17
651,1181,0.252
651,1182,0.19899999999999998
651,1183,0.187
651,1766,0.162
1891,1766,0.226
651,1186,0.162
651,1918,0.162
1913,1918,0.5
1719,1918,0.136
651,1187,0.153
651,1188,0.145
1235,1645,1.126
142,1645,0.039
1235,1190,0.415
1235,1192,0.396
1235,2196,0.391
2193,2196,0.134
1235,1193,0.35100000000000003
1998,1999,0.657
1992,1999,0.38299999999999995
1998,1194,0.322
1998,2000,0.203
1992,2000,0.353
1998,1195,0.19899999999999998
1998,1993,0.184
1992,1993,0.561
1998,1997,0.183
1992,1997,0.494
1998,1196,0.179
1690,1197,0.278
1690,1198,0.17
1690,1199,0.16
1690,1200,0.154
1690,1202,0.145
108,1205,0.195
109,1477,0.14400000000000002
136,1477,0.185
1409,1210,0.414
1409,1890,0.304
1894,1890,0.187
1409,1211,0.298
1409,1293,0.282
1405,1293,0.772
1409,1406,0.273
1293,1406,0.63
1409,1709,0.273
1405,1709,0.748
1293,1709,0.63
232,1709,0.272
1409,1213,0.204
1409,1214,0.203
2038,1272,0.27699999999999997
2037,1272,0.27699999999999997
2038,1273,0.243
2037,1273,0.243
2038,1274,0.22399999999999998
2037,1274,0.22399999999999998
2038,1275,0.218
2037,1275,0.218
2038,1276,0.158
2037,1276,0.158
804,1220,0.426
804,1558,0.302
1130,1558,0.209
140,1558,0.258
804,1223,0.191
804,1224,0.182
1130,1228,0.295
1130,1230,0.251
1130,1232,0.209
1657,1658,0.772
1660,1658,0.14400000000000002
1564,1658,0.21100000000000002
1657,1655,0.207
1655,1655,0.867
1564,1655,0.47100000000000003
1657,1660,0.2
1564,1660,0.13699999999999998
1657,1332,0.033
110,1332,0.062
121,1332,0.065
1657,1554,0.022000000000000002
829,1554,0.22699999999999998
1660,1657,0.2
1564,1657,0.293
1660,1236,0.08800000000000001
1660,1238,0.071
1660,1239,0.068
110,1240,0.47100000000000003
1249,1243,0.392
1249,1244,0.392
1249,1245,0.32
1249,1246,0.27699999999999997
1249,1247,0.27699999999999997
1249,2061,0.27699999999999997
164,2061,0.171
1249,1249,0.154
1249,1250,0.14300000000000002
1249,1251,0.135
2008,1588,0.27699999999999997
1255,1588,0.151
2008,1254,0.154
2008,1256,0.122
2008,1257,0.11800000000000001
2008,1259,0.10400000000000001
1262,1260,0.535
1262,1261,0.436
1262,1262,0.28600000000000003
1262,1907,0.172
158,1907,0.114
920,1265,0.293
920,1266,0.254
920,1267,0.254
920,1268,0.207
920,1269,0.18899999999999997
920,1486,0.187
137,1486,0.139
920,1786,0.175
1405,1786,0.157
1293,1786,0.146
1815,1786,0.16
180,1786,0.091
152,1786,0.049
920,1428,0.133
2030,1428,0.20800000000000002
113,1277,1.155
464,1281,0.159
1071,1284,0.245
1071,1288,0.161
1071,1289,0.158
1071,1291,0.149
1071,1292,0.146
1405,1407,0.71
1293,1407,0.598
1405,1581,0.073
2082,1581,0.46399999999999997
114,1296,0.365
114,1298,0.166
114,1300,0.126
2112,1301,0.183
2045,1303,0.5
2045,2048,0.11
117,2048,0.078
2048,2048,0.096
116,1307,0.05
117,2043,0.408
2048,2043,0.127
117,1308,0.22399999999999998
117,1309,0.113
117,1311,0.063
117,1312,0.061
118,1315,0.046
118,2133,0.025
1417,2133,0.11900000000000001
138,2133,0.018000000000000002
2137,2133,0.175
118,1418,0.022000000000000002
1417,1418,0.14300000000000002
119,1317,0.28600000000000003
119,1938,0.257
1821,1938,0.152
119,1318,0.239
119,1321,0.17800000000000002
120,1322,0.20800000000000002
120,1324,0.18100000000000002
120,1325,0.122
120,1440,0.06
1815,1440,0.17
121,1328,0.3
122,1333,0.084
1335,1334,0.27699999999999997
1335,1335,0.231
1335,1336,0.196
1335,1337,0.11800000000000001
1335,1339,0.064
1335,1643,0.051
142,1643,0.065
436,1345,0.37799999999999995
436,1346,0.214
436,1347,0.207
436,1348,0.18899999999999997
124,1351,0.252
124,1352,0.22399999999999998
124,1353,0.22399999999999998
125,1358,0.5770000000000001
125,1359,0.47100000000000003
125,1360,0.382
125,1361,0.33299999999999996
125,1362,0.33299999999999996
125,1363,0.146
125,1365,0.1
125,1544,0.077
1593,1544,0.16399999999999998
126,1366,0.247
126,1882,0.115
157,1882,0.135
128,1717,0.5479999999999999
1913,1717,0.5770000000000001
128,1373,0.231
128,1374,0.192
128,1849,0.158
446,1849,0.21600000000000003
1115,1849,0.156
129,1680,0.14300000000000002
1178,1680,0.196
129,1842,0.057
1450,1842,0.076
1387,1382,0.187
1387,1383,0.132
1387,1384,0.132
1387,1385,0.12
1387,1714,0.111
232,1714,0.099
1387,1386,0.10800000000000001
571,1390,0.5660000000000001
571,1391,0.314
571,1393,0.192
292,1404,0.138
1293,1405,0.772
1293,1409,0.282
130,2090,0.228
167,2090,0.354
130,1806,0.201
800,1806,0.377
130,1411,0.19699999999999998
130,2093,0.18600000000000003
167,2093,0.289
130,1412,0.18
130,1413,0.161
130,1414,0.153
130,1415,0.13699999999999998
1417,1417,0.324
1417,2134,0.218
2137,2134,0.13699999999999998
1417,1419,0.127
1417,1420,0.127
1417,2080,0.11699999999999999
166,2080,0.063
1417,1421,0.107
2030,1422,0.408
2030,1425,0.23600000000000002
2030,1426,0.22399999999999998
2030,1427,0.213
131,1431,0.062
1815,1437,0.23800000000000002
133,1443,0.33299999999999996
133,1446,0.19399999999999998
133,1447,0.16699999999999998
133,1448,0.154
133,1449,0.126
1835,1769,0.24100000000000002
1913,1769,0.302
1891,1769,0.13699999999999998
1835,2127,0.213
2120,2127,0.214
1835,1450,0.2
1835,1451,0.188
1835,1500,0.152
879,1500,0.254
134,1453,0.095
446,1456,0.16699999999999998
135,1459,0.14
135,1460,0.121
135,1461,0.114
135,1462,0.10099999999999999
135,1463,0.08800000000000001
135,1464,0.081
135,1465,0.061
135,1466,0.057999999999999996
136,1469,0.64
136,1470,0.522
136,1475,0.213
136,1476,0.213
136,1478,0.141
1627,1479,0.7070000000000001
1627,1480,0.47100000000000003
1627,1481,0.431
1627,1482,0.24600000000000002
771,1848,0.344
1115,1848,0.162
771,1494,0.289
879,1498,0.47100000000000003
686,1504,0.5
686,1505,0.5
686,1506,0.5
686,1507,0.5
686,1510,0.204
1026,1513,0.45
1026,1514,0.29600000000000004
929,1526,0.309
929,1527,0.309
929,1528,0.23600000000000002
929,1530,0.195
929,1532,0.168
1541,1534,0.8490000000000001
1541,1535,0.522
1541,1537,0.21100000000000002
1541,1538,0.192
1541,1539,0.17800000000000002
1541,1541,0.111
1593,1542,0.447
1593,1543,0.365
1593,1545,0.16399999999999998
829,1547,0.479
829,1549,0.318
829,1553,0.257
829,1555,0.159
140,1556,0.387
140,1557,0.298
140,1559,0.258
140,1561,0.183
140,1562,0.129
1655,1563,0.632
1655,1565,0.365
1655,1566,0.258
1655,1568,0.21100000000000002
1655,2024,0.21100000000000002
741,2024,0.192
1663,1661,0.289
1569,1661,0.309
1663,1569,0.2
1663,1662,0.18899999999999997
1569,1662,0.20199999999999999
1663,1664,0.16699999999999998
1569,1664,0.17800000000000002
1663,2188,0.16699999999999998
915,2188,0.131
1663,1571,0.134
730,1573,0.345
730,1576,0.20199999999999999
730,1577,0.20199999999999999
730,1579,0.20199999999999999
1255,1586,0.5660000000000001
1255,2008,0.153
1258,2008,0.10800000000000001
1255,1592,0.095
1543,1593,0.365
1543,1594,0.344
1543,1599,0.115
1543,1832,0.09300000000000001
155,1832,0.064
1543,1984,0.083
1913,1984,0.152
1036,1984,0.24
1601,1601,0.667
1601,1602,0.295
1601,1603,0.16699999999999998
1601,1605,0.075
1601,1606,0.052000000000000005
193,1608,0.311
193,1609,0.259
193,1610,0.24100000000000002
193,1611,0.24
193,1612,0.21100000000000002
193,1613,0.204
193,1615,0.18
141,1651,0.171
143,1651,0.10800000000000001
141,1617,0.092
1798,1621,0.349
1798,1623,0.282
1877,1624,0.305
1877,1627,0.21600000000000003
1877,1629,0.193
1877,1630,0.193
1636,1637,0.161
142,1641,0.22899999999999998
142,1642,0.16399999999999998
143,1648,0.462
1564,1656,0.365
1569,1663,0.2
1569,1666,0.14800000000000002
1569,1670,0.071
145,1671,0.294
145,1672,0.248
145,1673,0.22399999999999998
145,1674,0.18600000000000003
145,2058,0.12
2057,2058,0.132
1178,1679,0.198
1011,1684,0.309
1011,1688,0.111
894,1691,0.5529999999999999
894,1693,0.324
894,1694,0.255
894,1695,0.196
894,1960,0.12300000000000001
160,1960,0.16899999999999998
1839,1699,0.295
1839,1700,0.289
1839,1701,0.289
1839,1702,0.27399999999999997
1839,1703,0.242
1839,1704,0.20800000000000002
1839,1705,0.204
1839,1706,0.16
1839,1707,0.139
232,1782,0.215
152,1782,0.20199999999999999
232,1710,0.20600000000000002
232,1715,0.095
1913,1716,0.632
1913,1718,0.392
1913,1721,0.135
147,1723,0.5770000000000001
147,1724,0.5770000000000001
147,1725,0.5770000000000001
147,1726,0.408
147,1727,0.365
147,1728,0.33299999999999996
147,1730,0.16
2051,1732,0.205
2051,1733,0.205
2051,1736,0.16699999999999998
148,1740,0.039
148,1909,0.027000000000000003
158,1909,0.047
180,1748,0.153
355,1755,0.354
355,1756,0.354
355,1759,0.204
355,1760,0.204
355,1761,0.16699999999999998
355,1763,0.151
1891,1768,0.226
151,1771,0.5
151,1772,0.316
151,1773,0.25
151,1775,0.084
151,1777,0.07
152,1780,0.27
152,2157,0.051
2151,2157,0.048
1787,1788,0.23600000000000002
1787,1789,0.18899999999999997
1787,1790,0.182
1787,1791,0.146
1787,1792,0.13699999999999998
1787,1793,0.13699999999999998
1787,1794,0.13699999999999998
1787,1795,0.11800000000000001
1787,1796,0.114
800,1803,0.47700000000000004
800,1805,0.435
154,1812,0.33799999999999997
154,1972,0.021
162,1972,0.032
1937,1821,0.155
155,1825,0.309
155,1828,0.115
155,1830,0.078
1450,1836,0.18899999999999997
1450,1838,0.134
1450,1839,0.102
1115,1846,0.18899999999999997
1115,1847,0.187
1115,1850,0.127
1115,1851,0.125
1115,2063,0.122
164,2063,0.157
1857,1855,0.272
1857,1860,0.153
157,1878,0.5770000000000001
157,1879,0.289
157,1880,0.267
157,1884,0.113
1894,1887,0.363
1894,1889,0.187
1894,1893,0.105
1898,2065,0.28300000000000003
164,2065,0.153
1898,1898,0.2
1898,1899,0.163
1898,1900,0.153
1898,1903,0.085
1898,1905,0.068
158,2064,0.22899999999999998
164,2064,0.157
158,1906,0.18600000000000003
1719,1911,0.33299999999999996
1719,1913,0.272
1719,1964,0.272
162,1964,0.816
1719,1914,0.265
1719,1916,0.172
665,1922,0.258
665,1923,0.10400000000000001
629,1924,0.257
629,1928,0.2
629,1929,0.195
629,1930,0.18600000000000003
629,1933,0.182
1821,1941,0.141
1821,2177,0.14
772,2177,0.14400000000000002
159,1942,0.866
159,1943,0.18
159,1944,0.126
159,1945,0.042
160,1955,0.359
160,1956,0.3
160,1959,0.17600000000000002
162,1966,0.23399999999999999
764,1974,0.22699999999999998
764,1975,0.212
1036,1985,0.23399999999999999
1036,1987,0.16899999999999998
1036,1991,0.065
1992,1995,0.528
1992,1996,0.5
1992,2001,0.266
1258,2002,0.601
1258,2004,0.187
613,2011,0.775
613,2012,0.7070000000000001
613,2015,0.369
613,2018,0.27
741,2020,0.289
741,2022,0.23600000000000002
741,2023,0.23600000000000002
1423,2030,0.34700000000000003
2048,2041,0.166
2048,2042,0.155
2048,2046,0.10400000000000001
2048,2047,0.098
2048,2049,0.091
2057,2055,0.145
2057,2070,0.145
164,2070,0.121
164,2066,0.14
164,2067,0.13
164,2068,0.12300000000000001
164,2069,0.121
165,2071,0.069
166,2073,0.5770000000000001
166,2074,0.516
166,2075,0.47100000000000003
166,2076,0.436
166,2077,0.436
166,2078,0.405
1581,2084,0.284
1581,2085,0.261
1581,2087,0.182
1581,2088,0.159
167,2092,0.32
167,2095,0.204
1866,2101,0.23199999999999998
1866,2108,0.146
1866,2109,0.14
1301,2110,0.239
1301,2111,0.207
1301,2112,0.183
1301,2113,0.17300000000000001
1301,2114,0.156
1301,2115,0.149
1301,2116,0.141
1301,2117,0.141
1301,2118,0.141
1301,2119,0.133
2120,2121,0.294
2120,2123,0.261
2120,2124,0.261
2120,2125,0.261
2120,2126,0.24
2120,2129,0.203
2137,2130,0.23
2137,2131,0.187
2137,2136,0.121
2137,2137,0.11800000000000001
2137,2138,0.11699999999999999
2137,2139,0.114
169,2142,0.316
169,2145,0.2
169,2146,0.2
169,2150,0.134
2151,2151,0.078
2151,2152,0.075
2151,2153,0.06
2151,2155,0.049
2151,2156,0.049
1398,2160,0.23600000000000002
1398,2161,0.19399999999999998
1398,2163,0.129
1398,2166,0.107
772,2170,0.293
772,2171,0.21899999999999997
772,2173,0.20600000000000002
772,2174,0.17600000000000002
772,2191,0.16
2193,2191,0.168
772,2176,0.146
772,2178,0.141
915,2179,0.27699999999999997
915,2180,0.27699999999999997
915,2181,0.226
915,2182,0.226
915,2184,0.175
915,2185,0.155
915,2186,0.14800000000000002
915,2187,0.135
1234,2201,0.138
1234,2202,0.114
1234,2204,0.106
1234,2205,0.086
